tm	opp	season	week	player	reg_play	yards_adj	dpos	start	yob	value
"CLE"	"PIT"	2010	17	"CM-1500"	30.5	4.266476	85	2010	1986	3.98176
"CLE"	"PIT"	2010	17	"SW-0100"	1	1.059908	110	2003	1980	3.814338
"DAL"	"PHI"	2010	17	"SM-1700"	61	4.645328	0	2010	1985	3
"DEN"	"LAC"	2010	17	"TT-0700"	65.7	5.049177	25	2010	1987	6.048151
"DET"	"MIN"	2010	17	"SH-1100"	67	4.986052	0	2002	1980	3
"GB"	"CHI"	2010	17	"AR-1300"	52	5.540677	24	2005	1983	6.094554
"HOU"	"JAC"	2010	17	"MS-0200"	48.6	9.328435	90	2004	1981	3.922285
"IND"	"TEN"	2010	17	"PM-0200"	67	5.000294	1	1998	1976	7.807715
"JAC"	"HOU"	2010	17	"TE-0100"	56.7	5.203886	92	2007	1983	3.911832
"KC"	"OAK"	2010	17	"TP-0100"	.9	4.203906	0	2010	1983	3
"KC"	"OAK"	2010	17	"MC-0700"	55.6	2.756591	230	2005	1982	3.363133
"LAC"	"DEN"	2010	17	"PR-0300"	72.1	6.307306	4	2004	1981	7.46118
"LAR"	"SEA"	2010	17	"SB-1100"	54	3.51415	1	2010	1987	7.807715
"MIA"	"NE"	2010	17	"TT-0900"	11.9	5.608132	217	2007	1984	3.528321
"MIA"	"NE"	2010	17	"CH-2400"	27	3.072428	57	2008	1985	4.741386
"MIN"	"DET"	2010	17	"JW-1500"	59	3.43225	199	2010	1986	3.663153
"NE"	"MIA"	2010	17	"BH-1900"	4.1	3.210516	0	2009	1985	3
"NE"	"MIA"	2010	17	"TB-2300"	29	7.356057	199	2000	1977	3.663153
"NO"	"TB"	2010	17	"DB-3800"	59	4.351926	32	2001	1979	5.704956
"NO"	"TB"	2010	17	"CD-0300"	7	3.657011	0	2009	1986	3
"NYG"	"WAS"	2010	17	"EM-0200"	58	5.777929	1	2004	1981	7.807715
"NYJ"	"BUF"	2010	17	"MB-4500"	50	6.026218	118	1993	1970	3.766246
"NYJ"	"BUF"	2010	17	"KC-1400"	2.3	6.328635	49	2006	1983	5.036245
"OAK"	"KC"	2010	17	"JC-0500"	52.3	6.027861	25	2005	1981	6.048151
"OAK"	"KC"	2010	17	"KB-1300"	9	4.21069	19	2003	1981	6.393809
"PHI"	"DAL"	2010	17	"KK-1200"	69	3.507181	36	2007	1984	5.53506
"PIT"	"CLE"	2010	17	"BR-1100"	28	8.946423	11	2004	1982	6.92533
"PIT"	"CLE"	2010	17	"BL-0600"	1	3.73558	7	2003	1980	7.21077
"SEA"	"LAR"	2010	17	"CW-1900"	69	4.744338	81	2006	1982	4.034532
"SF"	"ARI"	2010	17	"AS-1600"	43.4	7.517025	1	2005	1984	7.807715
"TB"	"NO"	2010	17	"JF-3100"	50.8	5.984406	17	2009	1988	6.52
"TEN"	"IND"	2010	17	"KC-2000"	64	5.184104	1	1995	1972	7.807715
"WAS"	"NYG"	2010	17	"RG-2300"	66	5.726721	22	2003	1980	6.20425
"BAL"	"KC"	2010	18	"JF-1900"	66.8	5.439054	18	2008	1985	6.455974
"GB"	"PHI"	2010	18	"AR-1300"	60	5.460898	24	2005	1983	6.094554
"IND"	"NYJ"	2010	18	"PM-0200"	54	5.434788	1	1998	1976	7.807715
"KC"	"BAL"	2010	18	"MC-0700"	35.4	4.972723	230	2005	1982	3.363133
"NO"	"SEA"	2010	18	"DB-3800"	81	5.984561	32	2001	1979	5.704956
"NYJ"	"IND"	2010	18	"MS-0100"	70	4.898836	5	2009	1986	7.381534
"PHI"	"GB"	2010	18	"MV-0300"	60	6.045184	1	2001	1980	7.807715
"SEA"	"NO"	2010	18	"MH-1600"	60	6.869222	187	1998	1975	3.696125
"ATL"	"GB"	2010	19	"MR-2500"	33.8	3.19867	3	2008	1985	7.557323
"BAL"	"PIT"	2010	19	"JF-1900"	52	2.787654	18	2008	1985	6.455974
"CHI"	"SEA"	2010	19	"JC-6200"	45.1	6.354423	11	2006	1983	6.92533
"GB"	"ATL"	2010	19	"AR-1300"	50.4	7.287671	24	2005	1983	6.094554
"NE"	"NYJ"	2010	19	"TB-2300"	73.8	4.775581	199	2000	1977	3.663153
"NYJ"	"NE"	2010	19	"MS-0100"	53	6.199201	5	2009	1986	7.381534
"PIT"	"BAL"	2010	19	"BR-1100"	67	3.99683	11	2004	1982	6.92533
"SEA"	"CHI"	2010	19	"MH-1600"	38.2	3.340596	187	1998	1975	3.696125
"CHI"	"GB"	2010	20	"TC-2300"	8	2.934885	45	1995	1971	5.193771
"CHI"	"GB"	2010	20	"CH-0900"	28	6.093214	0	2009	1985	3
"CHI"	"GB"	2010	20	"JC-6200"	28	4.024193	11	2006	1983	6.92533
"GB"	"CHI"	2010	20	"AR-1300"	60.9	6.130526	24	2005	1983	6.094554
"NYJ"	"PIT"	2010	20	"MS-0100"	55.2	5.163087	5	2009	1986	7.381534
"PIT"	"NYJ"	2010	20	"BR-1100"	59.8	4.885691	11	2004	1982	6.92533
"GB"	"PIT"	2010	21	"AR-1300"	53	6.072097	24	2005	1983	6.094554
"PIT"	"GB"	2010	21	"BR-1100"	64	5.902083	11	2004	1982	6.92533
"ARI"	"CAR"	2011	1	"KK-1200"	52	7.199436	36	2007	1984	5.53506
"ATL"	"CHI"	2011	1	"MR-2500"	50.9	6.428259	3	2008	1985	7.557323
"BAL"	"PIT"	2011	1	"JF-1900"	39	7.831617	18	2008	1985	6.455974
"BUF"	"KC"	2011	1	"RF-0500"	49.2	6.073905	250	2005	1982	3.054461
"CAR"	"ARI"	2011	1	"CN-0500"	68	6.874534	1	2011	1989	7.807715
"CHI"	"ATL"	2011	1	"JC-6200"	47.4	6.813546	11	2006	1983	6.92533
"CIN"	"CLE"	2011	1	"AD-0100"	35	3.552311	35	2011	1987	5.58
"CIN"	"CLE"	2011	1	"BG-1000"	27	6.633793	194	2006	1983	3.678126
"CLE"	"CIN"	2011	1	"CM-1500"	67	4.221999	85	2010	1986	3.98176
"DAL"	"NYJ"	2011	1	"TR-0800"	65	6.275993	0	2003	1980	3
"DEN"	"OAK"	2011	1	"KO-0700"	63	4.991009	106	2005	1982	3.8407
"DET"	"TB"	2011	1	"MS-4100"	67.4	6.473756	1	2009	1988	7.807715
"GB"	"NO"	2011	1	"AR-1300"	61.4	6.389709	24	2005	1983	6.094554
"HOU"	"IND"	2011	1	"MS-0200"	34	6.565002	90	2004	1981	3.922285
"IND"	"HOU"	2011	1	"KC-2000"	19.5	3.525571	1	1995	1972	7.807715
"JAC"	"TEN"	2011	1	"LM-0800"	72	4.42923	106	2004	1981	3.8407
"KC"	"BUF"	2011	1	"MC-0700"	39	4.040857	230	2005	1982	3.363133
"LAC"	"MIN"	2011	1	"PR-0300"	74	5.464233	4	2004	1981	7.46118
"LAR"	"PHI"	2011	1	"SB-1100"	58.6	4.918549	1	2010	1987	7.807715
"LAR"	"PHI"	2011	1	"AF-0300"	3.9	3.109991	155	2001	1977	3.726704
"MIA"	"NE"	2011	1	"CH-2400"	63.3	6.617316	57	2008	1985	4.741386
"MIN"	"LAC"	2011	1	"DM-2200"	42	4.598848	2	1999	1976	7.649599
"NE"	"MIA"	2011	1	"TB-2300"	68.6	8.78473	199	2000	1977	3.663153
"NO"	"GB"	2011	1	"DB-3800"	70.4	6.842073	32	2001	1979	5.704956
"NYG"	"WAS"	2011	1	"EM-0200"	53.9	5.894605	1	2004	1981	7.807715
"NYJ"	"DAL"	2011	1	"MS-0100"	64	5.64213	5	2009	1986	7.381534
"OAK"	"DEN"	2011	1	"JC-0500"	60	4.99403	25	2005	1981	6.048151
"PHI"	"LAR"	2011	1	"MV-0300"	57.8	6.479033	1	2001	1980	7.807715
"PIT"	"BAL"	2011	1	"BR-1100"	38.9	4.939628	11	2004	1982	6.92533
"SEA"	"SF"	2011	1	"TJ-0300"	59.7	4.030912	64	2006	1983	4.54229
"SF"	"SEA"	2011	1	"AS-1600"	49.9	4.309422	1	2005	1984	7.807715
"TB"	"DET"	2011	1	"JJ-3500"	4	2.66164	160	2008	1986	3.72661
"TB"	"DET"	2011	1	"JF-3100"	57.7	5.2425	17	2009	1988	6.52
"TEN"	"JAC"	2011	1	"MH-1600"	48	6.162915	187	1998	1975	3.696125
"WAS"	"NYG"	2011	1	"RG-2300"	60.3	5.288338	22	2003	1980	6.20425
"ARI"	"WAS"	2011	2	"KK-1200"	48	6.872658	36	2007	1984	5.53506
"ATL"	"PHI"	2011	2	"MR-2500"	58	5.208735	3	2008	1985	7.557323
"BAL"	"TEN"	2011	2	"JF-1900"	51.3	4.639102	18	2008	1985	6.455974
"BUF"	"OAK"	2011	2	"RF-0500"	70	6.767897	250	2005	1982	3.054461
"CAR"	"GB"	2011	2	"CN-0500"	68.8	6.760005	1	2011	1989	7.807715
"CHI"	"NO"	2011	2	"JC-6200"	60.2	4.003451	11	2006	1983	6.92533
"CIN"	"DEN"	2011	2	"AD-0100"	62	6.304158	35	2011	1987	5.58
"CLE"	"IND"	2011	2	"CM-1500"	65.4	4.555308	85	2010	1986	3.98176
"DAL"	"SF"	2011	2	"TR-0800"	49	7.432529	0	2003	1980	3
"DAL"	"SF"	2011	2	"JK-1500"	17	6.673828	0	1997	1972	3
"DEN"	"CIN"	2011	2	"KO-0700"	62	5.072938	106	2005	1982	3.8407
"DET"	"KC"	2011	2	"SH-1100"	.5	4.682106	0	2002	1980	3
"DET"	"KC"	2011	2	"MS-4100"	46.7	6.264936	1	2009	1988	7.807715
"GB"	"CAR"	2011	2	"AR-1300"	50	8.609362	24	2005	1983	6.094554
"HOU"	"MIA"	2011	2	"MS-0200"	65.7	5.52272	90	2004	1981	3.922285
"IND"	"CLE"	2011	2	"KC-2000"	59.3	3.95777	1	1995	1972	7.807715
"JAC"	"NYJ"	2011	2	"BG-0100"	1	4.174853	10	2011	1989	6.997664
"JAC"	"NYJ"	2011	2	"LM-0800"	37.3	3.885447	106	2004	1981	3.8407
"KC"	"DET"	2011	2	"TP-0100"	.2	3.356383	0	2010	1983	3
"KC"	"DET"	2011	2	"MC-0700"	40.9	5.617402	230	2005	1982	3.363133
"LAC"	"NE"	2011	2	"PR-0300"	65.6	7.469585	4	2004	1981	7.46118
"LAR"	"NYG"	2011	2	"SB-1100"	65.6	5.696489	1	2010	1987	7.807715
"MIA"	"HOU"	2011	2	"CH-2400"	60	5.186779	57	2008	1985	4.741386
"MIN"	"TB"	2011	2	"DM-2200"	64.9	5.568493	2	1999	1976	7.649599
"NE"	"LAC"	2011	2	"TB-2300"	65.1	7.84383	199	2000	1977	3.663153
"NO"	"CHI"	2011	2	"DB-3800"	57.9	5.932384	32	2001	1979	5.704956
"NYG"	"LAR"	2011	2	"EM-0200"	66.6	4.760786	1	2004	1981	7.807715
"NYJ"	"JAC"	2011	2	"MS-0100"	46	5.613945	5	2009	1986	7.381534
"OAK"	"BUF"	2011	2	"JC-0500"	62	7.419153	25	2005	1981	6.048151
"PHI"	"ATL"	2011	2	"MK-0100"	12	6.355979	0	2010	1987	3
"PHI"	"ATL"	2011	2	"MV-0300"	55	6.56507	1	2001	1980	7.807715
"PIT"	"SEA"	2011	2	"BR-1100"	48.7	6.678049	11	2004	1982	6.92533
"SEA"	"PIT"	2011	2	"TJ-0300"	31.4	3.742434	64	2006	1983	4.54229
"SF"	"DAL"	2011	2	"AS-1600"	54	3.701947	1	2005	1984	7.807715
"TB"	"MIN"	2011	2	"JF-3100"	52	6.297908	17	2009	1988	6.52
"TEN"	"BAL"	2011	2	"MH-1600"	70.4	6.118546	187	1998	1975	3.696125
"WAS"	"ARI"	2011	2	"RG-2300"	75	6.057024	22	2003	1980	6.20425
"ARI"	"SEA"	2011	3	"KK-1200"	69	5.125222	36	2007	1984	5.53506
"ATL"	"TB"	2011	3	"MR-2500"	65	5.152302	3	2008	1985	7.557323
"BAL"	"LAR"	2011	3	"JF-1900"	37	9.516687	18	2008	1985	6.455974
"BUF"	"NE"	2011	3	"RF-0500"	58.8	7.527086	250	2005	1982	3.054461
"CAR"	"JAC"	2011	3	"CN-0500"	62	4.167305	1	2011	1989	7.807715
"CHI"	"GB"	2011	3	"JC-6200"	52	5.386683	11	2006	1983	6.92533
"CIN"	"SF"	2011	3	"AD-0100"	53	4.180028	35	2011	1987	5.58
"CLE"	"MIA"	2011	3	"CM-1500"	56	4.937165	85	2010	1986	3.98176
"DAL"	"WAS"	2011	3	"TR-0800"	62	5.721527	0	2003	1980	3
"DEN"	"TEN"	2011	3	"KO-0700"	63	3.856044	106	2005	1982	3.8407
"DET"	"MIN"	2011	3	"MS-4100"	68.8	5.048361	1	2009	1988	7.807715
"GB"	"CHI"	2011	3	"AR-1300"	68.4	5.931453	24	2005	1983	6.094554
"HOU"	"NO"	2011	3	"MS-0200"	66	7.022648	90	2004	1981	3.922285
"IND"	"PIT"	2011	3	"KC-2000"	43	3.075615	1	1995	1972	7.807715
"IND"	"PIT"	2011	3	"CP-0400"	19	4.709642	201	2009	1985	3.656473
"JAC"	"CAR"	2011	3	"BG-0100"	57	4.600851	10	2011	1989	6.997664
"KC"	"LAC"	2011	3	"MC-0700"	52	4.982712	230	2005	1982	3.363133
"LAC"	"KC"	2011	3	"PR-0300"	68	5.437591	4	2004	1981	7.46118
"LAR"	"BAL"	2011	3	"SB-1100"	39.3	2.656734	1	2010	1987	7.807715
"MIA"	"CLE"	2011	3	"CH-2400"	72	5.225419	57	2008	1985	4.741386
"MIN"	"DET"	2011	3	"DM-2200"	62	4.822972	2	1999	1976	7.649599
"NE"	"BUF"	2011	3	"TB-2300"	71	7.104186	199	2000	1977	3.663153
"NO"	"HOU"	2011	3	"DB-3800"	66	6.56612	32	2001	1979	5.704956
"NYG"	"PHI"	2011	3	"EM-0200"	48	7.121252	1	2004	1981	7.807715
"NYJ"	"OAK"	2011	3	"MS-0100"	73	6.136138	5	2009	1986	7.381534
"OAK"	"NYJ"	2011	3	"JC-0500"	57.1	6.622524	25	2005	1981	6.048151
"PHI"	"NYG"	2011	3	"MK-0100"	8	3.524525	0	2010	1987	3
"PHI"	"NYG"	2011	3	"MV-0300"	64	5.245201	1	2001	1980	7.807715
"PIT"	"IND"	2011	3	"BR-1100"	67	6.005235	11	2004	1982	6.92533
"SEA"	"ARI"	2011	3	"TJ-0300"	65	4.260478	64	2006	1983	4.54229
"SF"	"CIN"	2011	3	"AS-1600"	63.1	3.909697	1	2005	1984	7.807715
"TB"	"ATL"	2011	3	"JF-3100"	64	4.609688	17	2009	1988	6.52
"TEN"	"DEN"	2011	3	"MH-1600"	59	5.312443	187	1998	1975	3.696125
"WAS"	"DAL"	2011	3	"RG-2300"	61	4.675651	22	2003	1980	6.20425
"ARI"	"NYG"	2011	4	"KK-1200"	69	4.979701	36	2007	1984	5.53506
"ATL"	"SEA"	2011	4	"MR-2500"	76.8	5.423647	3	2008	1985	7.557323
"BAL"	"NYJ"	2011	4	"JF-1900"	59.7	3.891812	18	2008	1985	6.455974
"BUF"	"CIN"	2011	4	"RF-0500"	56	5.105017	250	2005	1982	3.054461
"CAR"	"CHI"	2011	4	"CN-0500"	70.1	7.835778	1	2011	1989	7.807715
"CHI"	"CAR"	2011	4	"JC-6200"	49	6.406978	11	2006	1983	6.92533
"CIN"	"BUF"	2011	4	"AD-0100"	70	6.573893	35	2011	1987	5.58
"CLE"	"TEN"	2011	4	"CM-1500"	65.1	5.073363	85	2010	1986	3.98176
"DAL"	"DET"	2011	4	"TR-0800"	72.4	5.589047	0	2003	1980	3
"DEN"	"GB"	2011	4	"KO-0700"	37.7	8.356037	106	2005	1982	3.8407
"DET"	"DAL"	2011	4	"MS-4100"	57.3	5.068351	1	2009	1988	7.807715
"GB"	"DEN"	2011	4	"AR-1300"	49.9	8.20976	24	2005	1983	6.094554
"GB"	"DEN"	2011	4	"MF-1000"	.1	1.451068	209	2008	1985	3.602598
"HOU"	"PIT"	2011	4	"MS-0200"	55	5.594299	90	2004	1981	3.922285
"IND"	"TB"	2011	4	"CP-0400"	52	6.192637	201	2009	1985	3.656473
"JAC"	"NO"	2011	4	"BG-0100"	62	4.322333	10	2011	1989	6.997664
"KC"	"MIN"	2011	4	"MC-0700"	59	5.872843	230	2005	1982	3.363133
"LAC"	"MIA"	2011	4	"PR-0300"	57.9	7.112258	4	2004	1981	7.46118
"LAR"	"WAS"	2011	4	"SB-1100"	66.9	2.268369	1	2010	1987	7.807715
"MIA"	"LAC"	2011	4	"CH-2400"	9	6.0412	57	2008	1985	4.741386
"MIA"	"LAC"	2011	4	"MM-4700"	45	4.507867	0	2007	1984	3
"MIN"	"KC"	2011	4	"DM-2200"	62	5.622659	2	1999	1976	7.649599
"NE"	"OAK"	2011	4	"TB-2300"	47.6	8.00905	199	2000	1977	3.663153
"NO"	"JAC"	2011	4	"DB-3800"	74.2	6.372212	32	2001	1979	5.704956
"NYG"	"ARI"	2011	4	"EM-0200"	62	5.779183	1	2004	1981	7.807715
"NYJ"	"BAL"	2011	4	"MS-0100"	52.5	2.870242	5	2009	1986	7.381534
"OAK"	"NE"	2011	4	"JC-0500"	59.1	6.807468	25	2005	1981	6.048151
"PHI"	"SF"	2011	4	"MV-0300"	67.8	7.798691	1	2001	1980	7.807715
"PIT"	"HOU"	2011	4	"BR-1100"	56	5.27898	11	2004	1982	6.92533
"SEA"	"ATL"	2011	4	"TJ-0300"	51.8	7.033487	64	2006	1983	4.54229
"SF"	"PHI"	2011	4	"AS-1600"	59.8	7.732728	1	2005	1984	7.807715
"TB"	"IND"	2011	4	"JF-3100"	75	6.105004	17	2009	1988	6.52
"TEN"	"CLE"	2011	4	"MH-1600"	39.4	8.388191	187	1998	1975	3.696125
"TEN"	"CLE"	2011	4	"JL-2300"	.1	.6110016	8	2011	1988	7.14
"WAS"	"LAR"	2011	4	"RG-2300"	64	4.993411	22	2003	1980	6.20425
"ARI"	"MIN"	2011	5	"RB-1300"	.3	3.568642	0	2010	1983	3
"ARI"	"MIN"	2011	5	"KK-1200"	46.4	3.398235	36	2007	1984	5.53506
"ATL"	"GB"	2011	5	"MR-2500"	54	4.323713	3	2008	1985	7.557323
"BUF"	"PHI"	2011	5	"RF-0500"	60.9	5.384961	250	2005	1982	3.054461
"CAR"	"NO"	2011	5	"CN-0500"	54	7.067277	1	2011	1989	7.807715
"CHI"	"DET"	2011	5	"JC-6200"	64	5.299364	11	2006	1983	6.92533
"CIN"	"JAC"	2011	5	"AD-0100"	66	3.90696	35	2011	1987	5.58
"DEN"	"LAC"	2011	5	"TT-0700"	18.9	8.539531	25	2010	1987	6.048151
"DEN"	"LAC"	2011	5	"KO-0700"	25	4.391644	106	2005	1982	3.8407
"DET"	"CHI"	2011	5	"MS-4100"	47	8.061584	1	2009	1988	7.807715
"GB"	"ATL"	2011	5	"AR-1300"	62	6.743336	24	2005	1983	6.094554
"HOU"	"OAK"	2011	5	"MS-0200"	78	5.724963	90	2004	1981	3.922285
"IND"	"KC"	2011	5	"CP-0400"	52.9	6.597243	201	2009	1985	3.656473
"JAC"	"CIN"	2011	5	"BG-0100"	57	5.1745	10	2011	1989	6.997664
"KC"	"IND"	2011	5	"MC-0700"	67	6.611276	230	2005	1982	3.363133
"LAC"	"DEN"	2011	5	"PR-0300"	75	5.888989	4	2004	1981	7.46118
"MIN"	"ARI"	2011	5	"DM-2200"	29.1	6.678321	2	1999	1976	7.649599
"NE"	"NYJ"	2011	5	"TB-2300"	72	6.143943	199	2000	1977	3.663153
"NO"	"CAR"	2011	5	"DB-3800"	74	6.21069	32	2001	1979	5.704956
"NYG"	"SEA"	2011	5	"EM-0200"	67	6.77103	1	2004	1981	7.807715
"NYJ"	"NE"	2011	5	"MS-0100"	52	5.052297	5	2009	1986	7.381534
"OAK"	"HOU"	2011	5	"JC-0500"	60	4.493162	25	2005	1981	6.048151
"PHI"	"BUF"	2011	5	"MV-0300"	58.6	8.329217	1	2001	1980	7.807715
"PIT"	"TEN"	2011	5	"BR-1100"	52.5	6.772979	11	2004	1982	6.92533
"SEA"	"NYG"	2011	5	"TJ-0300"	44	5.815502	64	2006	1983	4.54229
"SEA"	"NYG"	2011	5	"CW-1900"	30	5.854897	81	2006	1982	4.034532
"SF"	"TB"	2011	5	"CK-0100"	.4	5.364491	36	2011	1987	5.53506
"SF"	"TB"	2011	5	"AS-1600"	28.4	7.907495	1	2005	1984	7.807715
"TB"	"SF"	2011	5	"JF-3100"	38.1	4.364745	17	2009	1988	6.52
"TB"	"SF"	2011	5	"JJ-3500"	.2	1.860766	160	2008	1986	3.72661
"TEN"	"PIT"	2011	5	"MH-1600"	41.2	4.122808	187	1998	1975	3.696125
"ATL"	"CAR"	2011	6	"MR-2500"	58	5.260462	3	2008	1985	7.557323
"BAL"	"HOU"	2011	6	"JF-1900"	62.5	6.423059	18	2008	1985	6.455974
"BUF"	"NYG"	2011	6	"RF-0500"	56	6.96047	250	2005	1982	3.054461
"CAR"	"ATL"	2011	6	"CN-0500"	56.6	5.949293	1	2011	1989	7.807715
"CHI"	"MIN"	2011	6	"JC-6200"	34.9	7.779333	11	2006	1983	6.92533
"CIN"	"IND"	2011	6	"AD-0100"	60.8	5.994537	35	2011	1987	5.58
"CLE"	"OAK"	2011	6	"CM-1500"	67	4.053463	85	2010	1986	3.98176
"DAL"	"NE"	2011	6	"TR-0800"	67	5.856873	0	2003	1980	3
"DET"	"SF"	2011	6	"MS-4100"	73	3.985778	1	2009	1988	7.807715
"GB"	"LAR"	2011	6	"AR-1300"	37	9.186355	24	2005	1983	6.094554
"HOU"	"BAL"	2011	6	"MS-0200"	64.6	4.56655	90	2004	1981	3.922285
"IND"	"CIN"	2011	6	"CP-0400"	58	5.017521	201	2009	1985	3.656473
"JAC"	"PIT"	2011	6	"BG-0100"	60	3.653209	10	2011	1989	6.997664
"LAR"	"GB"	2011	6	"SB-1100"	57.7	6.911669	1	2010	1987	7.807715
"MIA"	"NYJ"	2011	6	"MM-4700"	55.2	5.357699	0	2007	1984	3
"MIN"	"CHI"	2011	6	"JW-1500"	1	.1893769	199	2010	1986	3.663153
"MIN"	"CHI"	2011	6	"DM-2200"	39.5	4.606188	2	1999	1976	7.649599
"MIN"	"CHI"	2011	6	"CP-2000"	1.3	6.128226	12	2011	1988	6.852072
"NE"	"DAL"	2011	6	"TB-2300"	69	5.40785	199	2000	1977	3.663153
"NO"	"TB"	2011	6	"DB-3800"	65	7.158607	32	2001	1979	5.704956
"NYG"	"BUF"	2011	6	"EM-0200"	63	6.670232	1	2004	1981	7.807715
"NYJ"	"MIA"	2011	6	"MS-0100"	45.8	5.698717	5	2009	1986	7.381534
"OAK"	"CLE"	2011	6	"KB-1300"	36.8	5.111341	19	2003	1981	6.393809
"OAK"	"CLE"	2011	6	"JC-0500"	26	5.129898	25	2005	1981	6.048151
"PHI"	"WAS"	2011	6	"VY-0100"	2	.1226584	3	2006	1983	7.557323
"PHI"	"WAS"	2011	6	"MV-0300"	66.1	6.491879	1	2001	1980	7.807715
"PIT"	"JAC"	2011	6	"BR-1100"	57	6.479311	11	2004	1982	6.92533
"SF"	"DET"	2011	6	"AS-1600"	63	4.840106	1	2005	1984	7.807715
"TB"	"NO"	2011	6	"JF-3100"	64	6.584307	17	2009	1988	6.52
"WAS"	"PHI"	2011	6	"RG-2300"	33.9	4.716629	22	2003	1980	6.20425
"WAS"	"PHI"	2011	6	"JB-2100"	19	6.445266	40	2007	1981	5.361352
"ARI"	"PIT"	2011	7	"KK-1200"	50.7	5.714707	36	2007	1984	5.53506
"ATL"	"DET"	2011	7	"CR-0600"	1	-.1440209	75	2000	1977	4.140656
"ATL"	"DET"	2011	7	"MR-2500"	67	4.766452	3	2008	1985	7.557323
"BAL"	"JAC"	2011	7	"JF-1900"	53	2.83197	18	2008	1985	6.455974
"CAR"	"WAS"	2011	7	"CN-0500"	61.9	6.401073	1	2011	1989	7.807715
"CHI"	"TB"	2011	7	"JC-6200"	65.2	6.332039	11	2006	1983	6.92533
"CLE"	"SEA"	2011	7	"CM-1500"	82	3.594422	85	2010	1986	3.98176
"DAL"	"LAR"	2011	7	"TR-0800"	52.6	7.311378	0	2003	1980	3
"DEN"	"MIA"	2011	7	"TT-0700"	72.7	4.354942	25	2010	1987	6.048151
"DET"	"ATL"	2011	7	"MS-4100"	55	4.438829	1	2009	1988	7.807715
"GB"	"MIN"	2011	7	"AR-1300"	58	7.134834	24	2005	1983	6.094554
"HOU"	"TEN"	2011	7	"MS-0200"	47.5	8.552187	90	2004	1981	3.922285
"IND"	"NO"	2011	7	"CP-0400"	19.2	4.657961	201	2009	1985	3.656473
"IND"	"NO"	2011	7	"DO-0300"	.5	6.583571	145	2005	1983	3.735128
"JAC"	"BAL"	2011	7	"BG-0100"	63	3.17987	10	2011	1989	6.997664
"KC"	"OAK"	2011	7	"MC-0700"	44.7	4.912495	230	2005	1982	3.363133
"LAC"	"NYJ"	2011	7	"PR-0300"	57	4.792717	4	2004	1981	7.46118
"LAR"	"DAL"	2011	7	"AF-0300"	42.2	4.552716	155	2001	1977	3.726704
"MIA"	"DEN"	2011	7	"MM-4700"	65.6	4.00108	0	2007	1984	3
"MIN"	"GB"	2011	7	"CP-2000"	65	6.348916	12	2011	1988	6.852072
"NO"	"IND"	2011	7	"DB-3800"	31.7	8.072843	32	2001	1979	5.704956
"NYJ"	"LAC"	2011	7	"MS-0100"	64	4.85881	5	2009	1986	7.381534
"OAK"	"KC"	2011	7	"CP-0500"	13.3	5.244935	1	2003	1979	7.807715
"OAK"	"KC"	2011	7	"KB-1300"	35	4.968786	19	2003	1981	6.393809
"PIT"	"ARI"	2011	7	"BR-1100"	62.7	6.62818	11	2004	1982	6.92533
"SEA"	"CLE"	2011	7	"CW-1900"	50	2.902658	81	2006	1982	4.034532
"TB"	"CHI"	2011	7	"JF-3100"	64	4.461687	17	2009	1988	6.52
"TEN"	"HOU"	2011	7	"JL-2300"	.3	2.045468	8	2011	1988	7.14
"TEN"	"HOU"	2011	7	"MH-1600"	34.8	2.475051	187	1998	1975	3.696125
"WAS"	"CAR"	2011	7	"JB-2100"	61	5.768017	40	2007	1981	5.361352
"ARI"	"BAL"	2011	8	"KK-1200"	56.9	3.765541	36	2007	1984	5.53506
"BAL"	"ARI"	2011	8	"JF-1900"	78.6	5.207592	18	2008	1985	6.455974
"BUF"	"WAS"	2011	8	"RF-0500"	46.9	6.672081	250	2005	1982	3.054461
"CAR"	"MIN"	2011	8	"CN-0500"	65	6.127028	1	2011	1989	7.807715
"CIN"	"SEA"	2011	8	"AD-0100"	54.2	4.916274	35	2011	1987	5.58
"CLE"	"SF"	2011	8	"CM-1500"	61	4.772004	85	2010	1986	3.98176
"DAL"	"PHI"	2011	8	"TR-0800"	23.2	4.884192	0	2003	1980	3
"DEN"	"DET"	2011	8	"TT-0700"	33.5	2.826283	25	2010	1987	6.048151
"DET"	"DEN"	2011	8	"MS-4100"	43	6.803205	1	2009	1988	7.807715
"DET"	"DEN"	2011	8	"SH-1100"	.2	1.607745	0	2002	1980	3
"HOU"	"JAC"	2011	8	"MS-0200"	69.8	4.839092	90	2004	1981	3.922285
"IND"	"TEN"	2011	8	"CP-0400"	67.2	5.252185	201	2009	1985	3.656473
"JAC"	"HOU"	2011	8	"LM-0800"	2	-.1401714	106	2004	1981	3.8407
"JAC"	"HOU"	2011	8	"BG-0100"	54.6	3.062121	10	2011	1989	6.997664
"KC"	"LAC"	2011	8	"MC-0700"	66	5.044954	230	2005	1982	3.363133
"LAC"	"KC"	2011	8	"PR-0300"	70	6.505824	4	2004	1981	7.46118
"LAR"	"NO"	2011	8	"AF-0300"	67.1	4.434268	155	2001	1977	3.726704
"MIA"	"NYG"	2011	8	"MM-4700"	52	4.956847	0	2007	1984	3
"MIN"	"CAR"	2011	8	"CP-2000"	64	5.766862	12	2011	1988	6.852072
