tm	opp	season	week	player	reg_play	yards_adj	dpos	start	yob	value
"LAC"	"CAR"	2000	16	"RL-0300"	78	4.875492	2	1998	1976	7.649599
"LAR"	"TB"	2000	16	"KW-0500"	57	6.907436	0	1998	1971	3
"MIA"	"IND"	2000	16	"JF-1400"	56	4.844864	0	1995	1971	3
"MIN"	"GB"	2000	16	"DC-4400"	56	6.567722	11	1999	1977	6.92533
"NE"	"BUF"	2000	16	"DB-2600"	75	5.065891	1	1993	1972	7.807715
"NO"	"ATL"	2000	16	"AB-2900"	60.1	5.408444	131	2000	1976	3.706278
"NYG"	"DAL"	2000	16	"KC-2000"	58	4.012018	1	1995	1972	7.807715
"NYJ"	"DET"	2000	16	"VT-0200"	55	4.821075	1	1987	1963	7.807715
"OAK"	"SEA"	2000	16	"RG-0200"	60	6.532055	98	1987	1965	3.871378
"PIT"	"WAS"	2000	16	"KS-2300"	52.9	5.634273	60	1995	1972	4.682622
"SEA"	"OAK"	2000	16	"JK-1500"	63	5.425944	0	1997	1972	3
"SEA"	"OAK"	2000	16	"TB-3200"	2	1.783087	0	2000	1977	3
"SF"	"CHI"	2000	16	"JG-0600"	60.2	6.219712	0	1999	1970	3
"TB"	"LAR"	2000	16	"SK-0400"	71	5.788778	50	1999	1977	5.001646
"TEN"	"CLE"	2000	16	"SM-2400"	53.7	5.546192	3	1995	1973	7.557323
"TEN"	"CLE"	2000	16	"NO-0100"	.7	5.849946	70	1991	1966	4.27193
"WAS"	"PIT"	2000	16	"JG-1000"	47.5	4.319367	1	1990	1967	7.807715
"WAS"	"PIT"	2000	16	"BJ-1400"	2.5	9.881362	227	1992	1968	3.410072
"ARI"	"WAS"	2000	17	"DB-4500"	2	1.622545	0	1992	1970	3
"ARI"	"WAS"	2000	17	"JP-3200"	46.7	5.034005	42	1997	1974	5.299015
"ATL"	"KC"	2000	17	"CC-1400"	61.5	3.981569	76	1988	1965	4.134471
"BAL"	"NYJ"	2000	17	"TB-0200"	3	-1.431883	42	1996	1973	5.299015
"BAL"	"NYJ"	2000	17	"TD-1400"	49.5	2.784813	6	1994	1972	7.292971
"BUF"	"SEA"	2000	17	"DF-1300"	55	9.801194	285	1986	1962	3
"CAR"	"OAK"	2000	17	"JL-1500"	1.2	3.14201	100	1996	1973	3.911067
"CAR"	"OAK"	2000	17	"SB-0700"	24.4	7.274304	110	1987	1965	3.814338
"CHI"	"DET"	2000	17	"CM-2200"	20	5.605979	12	1999	1977	6.852072
"CHI"	"DET"	2000	17	"SM-0900"	35	4.770265	0	1996	1970	3
"CIN"	"PHI"	2000	17	"SM-2700"	61.8	4.459134	93	1991	1968	3.914617
"DAL"	"TEN"	2000	17	"AW-2100"	37.2	1.954914	0	2000	1976	3
"DEN"	"SF"	2000	17	"JJ-0300"	.3	1.570704	214	2000	1977	3.558447
"DEN"	"SF"	2000	17	"GF-0400"	47.2	5.105308	197	1994	1971	3.668989
"DEN"	"SF"	2000	17	"BG-1900"	6	5.42369	91	1998	1975	3.924745
"DET"	"CHI"	2000	17	"CB-0900"	23	3.570054	60	1998	1974	4.682622
"DET"	"CHI"	2000	17	"SC-0200"	44	3.066102	80	1995	1972	4.045168
"GB"	"TB"	2000	17	"BF-0100"	81	4.024421	33	1991	1969	5.677783
"IND"	"MIN"	2000	17	"PM-0200"	51.5	6.686435	1	1998	1976	7.807715
"JAC"	"NYG"	2000	17	"MB-4500"	61	5.571336	118	1993	1970	3.766246
"KC"	"ATL"	2000	17	"EG-0600"	36	4.595941	219	1994	1970	3.509402
"LAC"	"PIT"	2000	17	"RL-0300"	47	3.555826	2	1998	1976	7.649599
"LAR"	"NO"	2000	17	"KW-0500"	37	5.93706	0	1998	1971	3
"LAR"	"NO"	2000	17	"TG-1600"	35	6.978535	222	1993	1970	3.468181
"MIA"	"NE"	2000	17	"DH-4300"	3	3.169918	0	1998	1973	3
"MIA"	"NE"	2000	17	"JF-1400"	69	4.532237	0	1995	1971	3
"MIN"	"IND"	2000	17	"BB-2800"	23.9	3.008883	67	1986	1962	4.402182
"MIN"	"IND"	2000	17	"DC-4400"	19	6.592821	11	1999	1977	6.92533
"NE"	"MIA"	2000	17	"MB-2500"	1	-.0290507	227	2000	1976	3.410072
"NE"	"MIA"	2000	17	"DB-2600"	56	6.18524	1	1993	1972	7.807715
"NO"	"LAR"	2000	17	"AB-2900"	48	5.261123	131	2000	1976	3.706278
"NYG"	"JAC"	2000	17	"KC-2000"	73	5.121311	1	1995	1972	7.807715
"NYJ"	"BAL"	2000	17	"VT-0200"	89	5.887366	1	1987	1963	7.807715
"OAK"	"CAR"	2000	17	"RG-0200"	48.7	5.823641	98	1987	1965	3.871378
"PHI"	"CIN"	2000	17	"DM-2200"	76.6	4.093891	2	1999	1976	7.649599
"PIT"	"LAC"	2000	17	"KS-2300"	71.6	4.603879	60	1995	1972	4.682622
"SEA"	"BUF"	2000	17	"JK-1500"	54.2	5.379972	0	1997	1972	3
"SF"	"DEN"	2000	17	"JG-0600"	32.8	3.06707	0	1999	1970	3
"TB"	"GB"	2000	17	"SK-0400"	70	3.900038	50	1999	1977	5.001646
"TEN"	"DAL"	2000	17	"SM-2400"	43	6.712004	3	1995	1973	7.557323
"TEN"	"DAL"	2000	17	"NO-0100"	1.1	4.030214	70	1991	1966	4.27193
"WAS"	"ARI"	2000	17	"BJ-1400"	57.4	4.848302	227	1992	1968	3.410072
"WAS"	"ARI"	2000	17	"TH-3100"	.3	-1.21197	202	2000	1978	3.650832
"BAL"	"DEN"	2000	18	"TB-0200"	1.9	2.34112	42	1996	1973	5.299015
"BAL"	"DEN"	2000	18	"TD-1400"	43.4	5.533113	6	1994	1972	7.292971
"DEN"	"BAL"	2000	18	"GF-0400"	49	3.25459	197	1994	1971	3.668989
"DEN"	"BAL"	2000	18	"JJ-0300"	2.9	6.294347	214	2000	1977	3.558447
"IND"	"MIA"	2000	18	"PM-0200"	55	5.6132	1	1998	1976	7.807715
"LAR"	"NO"	2000	18	"KW-0500"	53.1	5.348712	0	1998	1971	3
"MIA"	"IND"	2000	18	"JF-1400"	84	5.253447	0	1995	1971	3
"NO"	"LAR"	2000	18	"AB-2900"	57.5	4.528764	131	2000	1976	3.706278
"PHI"	"TB"	2000	18	"DM-2200"	57	4.75736	2	1999	1976	7.649599
"TB"	"PHI"	2000	18	"SK-0400"	49.8	4.119791	50	1999	1977	5.001646
"BAL"	"TEN"	2000	19	"TB-0200"	4	4.860612	42	1996	1973	5.299015
"BAL"	"TEN"	2000	19	"TD-1400"	35.2	3.571057	6	1994	1972	7.292971
"MIA"	"OAK"	2000	19	"JF-1400"	28	3.969568	0	1995	1971	3
"MIN"	"NO"	2000	19	"DC-4400"	51.3	7.240368	11	1999	1977	6.92533
"NO"	"MIN"	2000	19	"AB-2900"	53.6	4.229401	131	2000	1976	3.706278
"NYG"	"PHI"	2000	19	"KC-2000"	56.6	4.068094	1	1995	1972	7.807715
"OAK"	"MIA"	2000	19	"RG-0200"	41.8	4.967041	98	1987	1965	3.871378
"PHI"	"NYG"	2000	19	"DM-2200"	58.4	3.164748	2	1999	1976	7.649599
"TEN"	"BAL"	2000	19	"SM-2400"	78.5	3.693949	3	1995	1973	7.557323
"TEN"	"BAL"	2000	19	"NO-0100"	2	9.911644	70	1991	1966	4.27193
"BAL"	"OAK"	2000	20	"TD-1400"	60.3	4.682739	6	1994	1972	7.292971
"MIN"	"NYG"	2000	20	"DC-4400"	20.2	2.522417	11	1999	1977	6.92533
"NYG"	"MIN"	2000	20	"JG-0700"	.5	.630016	0	1993	1966	3
"NYG"	"MIN"	2000	20	"KC-2000"	32.5	8.975509	1	1995	1972	7.807715
"OAK"	"BAL"	2000	20	"RG-0200"	37	1.957668	98	1987	1965	3.871378
"OAK"	"BAL"	2000	20	"BH-2000"	20.2	5.025558	85	1996	1972	3.98176
"BAL"	"NYG"	2000	21	"TB-0200"	2	3.136558	42	1996	1973	5.299015
"BAL"	"NYG"	2000	21	"TD-1400"	50.2	4.169628	6	1994	1972	7.292971
"NYG"	"BAL"	2000	21	"KC-2000"	49.5	2.449882	1	1995	1972	7.807715
"ATL"	"SF"	2001	1	"MV-0300"	5	.4106901	1	2001	1980	7.807715
"ATL"	"SF"	2001	1	"CC-1400"	50	5.010691	76	1988	1965	4.134471
"BAL"	"CHI"	2001	1	"EG-0600"	55.5	5.721285	219	1994	1970	3.509402
"BUF"	"NO"	2001	1	"RJ-1200"	56.1	4.150143	99	1995	1973	3.92157
"CAR"	"MIN"	2001	1	"CW-1300"	59.8	4.71969	106	2001	1972	3.8407
"CHI"	"BAL"	2001	1	"SM-0900"	68	2.949331	0	1996	1970	3
"CIN"	"NE"	2001	1	"JK-1500"	58.9	6.109173	0	1997	1972	3
"CLE"	"SEA"	2001	1	"TC-2600"	61	4.064119	1	1999	1977	7.807715
"DAL"	"TB"	2001	1	"QC-0100"	43	2.943844	53	2001	1977	4.886456
"DEN"	"NYG"	2001	1	"BG-1900"	58.4	7.665288	91	1998	1975	3.924745
"DET"	"GB"	2001	1	"CB-0900"	52.4	4.366403	60	1998	1974	4.682622
"GB"	"DET"	2001	1	"BF-0100"	42.8	8.603531	33	1991	1969	5.677783
"IND"	"NYJ"	2001	1	"PM-0200"	60	6.264147	1	1998	1976	7.807715
"JAC"	"PIT"	2001	1	"MB-4500"	45.2	5.828341	118	1993	1970	3.766246
"KC"	"OAK"	2001	1	"TG-1600"	55	4.629903	222	1993	1970	3.468181
"LAC"	"WAS"	2001	1	"DF-1300"	47.9	4.343951	285	1986	1962	3
"LAR"	"PHI"	2001	1	"KW-0500"	69	5.369283	0	1998	1971	3
"MIA"	"TEN"	2001	1	"JF-1400"	53	5.91887	0	1995	1971	3
"MIN"	"CAR"	2001	1	"DC-4400"	65	4.933934	11	1999	1977	6.92533
"NE"	"CIN"	2001	1	"DB-2600"	63	4.771451	1	1993	1972	7.807715
"NO"	"BUF"	2001	1	"AB-2900"	56.8	5.438161	131	2000	1976	3.706278
"NYG"	"DEN"	2001	1	"KC-2000"	50.2	5.517337	1	1995	1972	7.807715
"NYJ"	"IND"	2001	1	"VT-0200"	50.1	5.45508	1	1987	1963	7.807715
"NYJ"	"IND"	2001	1	"CP-0900"	1.1	4.847987	18	2000	1976	6.455974
"OAK"	"KC"	2001	1	"RG-0200"	76	5.829111	98	1987	1965	3.871378
"PHI"	"LAR"	2001	1	"DM-2200"	71	4.601835	2	1999	1976	7.649599
"PIT"	"JAC"	2001	1	"KS-2300"	61.2	4.238209	60	1995	1972	4.682622
"SEA"	"CLE"	2001	1	"MH-1600"	65	4.206592	187	1998	1975	3.696125
"SF"	"ATL"	2001	1	"JG-0600"	70	6.140293	0	1999	1970	3
"TB"	"DAL"	2001	1	"BJ-1400"	67	4.121292	227	1992	1968	3.410072
"TEN"	"MIA"	2001	1	"SM-2400"	40	4.420602	3	1995	1973	7.557323
"TEN"	"MIA"	2001	1	"NO-0100"	26.6	4.903107	70	1991	1966	4.27193
"WAS"	"LAC"	2001	1	"JG-1000"	35.3	2.876027	1	1990	1967	7.807715
"WAS"	"LAC"	2001	1	"TB-0200"	5.2	1.160715	42	1996	1973	5.299015
"ARI"	"DEN"	2001	2	"JP-3200"	38	5.947707	42	1997	1974	5.299015
"ATL"	"CAR"	2001	2	"CC-1400"	35	8.636246	76	1988	1965	4.134471
"ATL"	"CAR"	2001	2	"MV-0300"	11	5.475193	1	2001	1980	7.807715
"BAL"	"CIN"	2001	2	"EG-0600"	82.7	4.715786	219	1994	1970	3.509402
"BAL"	"CIN"	2001	2	"RC-2800"	1	3.136558	37	1985	1963	5.491633
"BUF"	"IND"	2001	2	"RJ-1200"	46.6	5.867095	99	1995	1973	3.92157
"CAR"	"ATL"	2001	2	"CW-1300"	64	5.465354	106	2001	1972	3.8407
"CHI"	"MIN"	2001	2	"JM-4500"	40.8	5.878902	178	1995	1971	3.719557
"CHI"	"MIN"	2001	2	"SM-0900"	16	2.401451	0	1996	1970	3
"CIN"	"BAL"	2001	2	"JK-1500"	54.3	3.647747	0	1997	1972	3
"CLE"	"DET"	2001	2	"TC-2600"	57.8	4.406108	1	1999	1977	7.807715
"DAL"	"LAC"	2001	2	"AW-2100"	52	5.432234	0	2000	1976	3
"DEN"	"ARI"	2001	2	"BG-1900"	44.5	6.005462	91	1998	1975	3.924745
"DET"	"CLE"	2001	2	"TD-1100"	64.9	4.334054	230	1993	1967	3.363133
"GB"	"WAS"	2001	2	"BF-0100"	52.4	5.866145	33	1991	1969	5.677783
"IND"	"BUF"	2001	2	"PM-0200"	44.6	9.565063	1	1998	1976	7.807715
"JAC"	"TEN"	2001	2	"MB-4500"	59.8	5.471025	118	1993	1970	3.766246
"KC"	"NYG"	2001	2	"TG-1600"	55	4.896271	222	1993	1970	3.468181
"LAC"	"DAL"	2001	2	"DF-1300"	76	6.336989	285	1986	1962	3
"LAR"	"SF"	2001	2	"KW-0500"	61	7.137131	0	1998	1971	3
"MIA"	"OAK"	2001	2	"JF-1400"	69	5.156241	0	1995	1971	3
"MIN"	"CHI"	2001	2	"DC-4400"	65	5.054265	11	1999	1977	6.92533
"NE"	"NYJ"	2001	2	"DB-2600"	54	4.656134	1	1993	1972	7.807715
"NE"	"NYJ"	2001	2	"TB-2300"	10	5.470949	199	2000	1977	3.663153
"NYG"	"KC"	2001	2	"KC-2000"	63.9	4.894659	1	1995	1972	7.807715
"NYJ"	"NE"	2001	2	"VT-0200"	57	4.345357	1	1987	1963	7.807715
"OAK"	"MIA"	2001	2	"RG-0200"	52	4.306158	98	1987	1965	3.871378
"PHI"	"SEA"	2001	2	"DM-2200"	61.2	4.908695	2	1999	1976	7.649599
"SEA"	"PHI"	2001	2	"MH-1600"	54.1	2.608756	187	1998	1975	3.696125
"SF"	"LAR"	2001	2	"JG-0600"	60	3.837596	0	1999	1970	3
"TEN"	"JAC"	2001	2	"NO-0100"	62	4.427982	70	1991	1966	4.27193
"WAS"	"GB"	2001	2	"JG-1000"	32.1	2.631084	1	1990	1967	7.807715
"ARI"	"ATL"	2001	3	"JP-3200"	38.9	5.911506	42	1997	1974	5.299015
"ATL"	"ARI"	2001	3	"CC-1400"	51.7	6.168603	76	1988	1965	4.134471
"BAL"	"DEN"	2001	3	"EG-0600"	63.5	5.347792	219	1994	1970	3.509402
"BUF"	"PIT"	2001	3	"RJ-1200"	48	2.586508	99	1995	1973	3.92157
"BUF"	"PIT"	2001	3	"AV-0200"	2.4	10.48709	216	1993	1970	3.539205
"CAR"	"GB"	2001	3	"CW-1300"	40.7	3.731595	106	2001	1972	3.8407
"CAR"	"GB"	2001	3	"DC-4100"	0	-11.94009	0	2000	1974	3
"CIN"	"LAC"	2001	3	"JK-1500"	47.7	3.506737	0	1997	1972	3
"CLE"	"JAC"	2001	3	"TC-2600"	73	4.607951	1	1999	1977	7.807715
"DAL"	"PHI"	2001	3	"CS-4100"	.7	11.34755	0	2000	1977	3
"DAL"	"PHI"	2001	3	"AW-2100"	30.1	1.12946	0	2000	1976	3
"DEN"	"BAL"	2001	3	"BG-1900"	62	3.57887	91	1998	1975	3.924745
